label,Rx39,Ry39,Rz39,Ry40,Rz40,Ry41,Rz41,Ry42,Rz44,Rz45,Rz46,Rz48,Rz49,Rz50,Rz52,Rz53,Rz54,Rz56,Rz57,Rz58
4,-10.7844,-0.115098,-62.4879,-40.1526,-40.415,-5.76958,7.46785,21.7992,-6.26915,12.759,6.37951,-0.230493,-0.230493,-0.230493,-66.6766,-66.6766,-66.6766,-12.8725,-12.8725,-12.8725
1,-6.39296,1.02373,-40.9495,-8.14602,-53.8624,58.241,-5.9783,-65.0232,-74.6764,-43.3271,-21.6635,-66.4697,-66.4697,-66.4697,-1.67534,-1.67534,-1.67534,-48.3336,-48.3336,-48.3336
2,-4.43575,-23.8598,-16.8487,-11.9667,-37.8309,50.5998,10.0531,3.887,9.53616,52.7835,26.3917,-79.274,-79.274,-79.274,15.007,15.007,15.007,-52.0929,-52.0929,-52.0929
4,17.0904,0.406302,-25.2213,-6.48594,-59.1188,61.5624,-11.2317,2.3104,42.5488,6.21776,3.10888,19.7654,19.7654,19.7654,18.8515,18.8515,18.8515,6.03356,6.03356,6.03356
5,5.01118,4.80998,45.1541,-51.6364,-22.0515,-1.91599,3.71822,18.0898,-0.0789737,-0.0789737,-0.0789737,1.5957,1.5957,1.5957,2.41762,2.41762,2.41762,0.713613,0.713613,0.713613
4,14.9341,-18.9005,-17.4389,-7.90413,-53.5852,58.7268,-5.69818,1.14508,21.1351,29.7629,14.8814,11.1426,11.1426,11.1426,9.29825,9.29825,9.29825,29.1222,29.1222,29.1222
4,-1.46065,-6.11828,-45.9106,-41.855,-38.5136,-9.17727,9.37059,20.1097,-1.87448,32.7703,16.3851,6.01057,6.01057,6.01057,-64.1925,-64.1925,-64.1925,3.90709,3.90709,3.90709
1,8.37639,24.2327,-57.2873,-69.4834,-29.1327,-64.4339,18.7547,-20.9666,-79.4836,-1.80519,-0.902596,-77.9673,-77.9673,-77.9673,-60.2794,-60.2794,-60.2794,-53.6847,-53.6847,-53.6847
1,1.52948,12.1248,-44.4753,-21.3169,-50.6547,31.9,-2.76702,2.41106,-76.4998,-50.8713,-25.4356,-57.1501,-57.1501,-57.1501,-3.97788,-3.97788,-3.97788,-53.038,-53.038,-53.038
4,24.7133,0.513881,-54.9341,-39.7536,-29.3086,-4.97351,18.5787,10.4208,-4.30721,54.4858,27.2429,-70.0817,-70.0817,-70.0817,-9.53959,-9.53959,-9.53959,23.1854,23.1854,23.1854
2,-1.24155,-1.66445,-30.3444,-1.01224,-33.0288,72.509,14.8554,13.723,-94.0731,-57.8996,-28.9498,-6.20996,-6.20996,-6.20996,-79.5473,-79.5473,-79.5473,2.7845,2.7845,2.7845
1,23.0523,-5.06967,-18.1321,-24.7965,-48.4673,24.9424,-0.580276,65.0315,-76.9061,-54.8078,-27.4039,-13.2621,-13.2621,-13.2621,-65.0665,-65.0665,-65.0665,-70.4456,-70.4456,-70.4456
1,6.03418,-10.9321,-28.7357,-23.687,-45.0328,27.1609,2.85437,60.0079,16.2374,5.42461,2.71231,-68.2028,-68.2028,-68.2028,-60.1212,-60.1212,-60.1212,-71.8435,-71.8435,-71.8435
4,7.69022,-1.54865,-26.4282,-39.8654,-32.5889,-5.19595,15.2986,3.17499,1.95721,29.2538,14.6269,8.02761,8.02761,8.02761,-57.858,-57.858,-57.858,5.50324,5.50324,5.50324
3,3.85519,13.7171,-47.1463,-23.9853,-62.1234,26.5676,-14.2361,17.1597,-75.4759,-57.8863,-28.9431,5.072,5.072,5.072,7.08511,7.08511,7.08511,6.76864,6.76864,6.76864
4,21.2934,-0.470804,-57.6872,-50.3046,-34.2116,-26.0754,13.6757,21.5509,-5.51118,50.6806,25.3403,-70.744,-70.744,-70.744,-9.3844,-9.3844,-9.3844,23.5148,23.5148,23.5148
2,-10.2694,0.0453752,-36.8216,-6.00882,-30.7436,62.5153,17.1406,5.61079,0.846831,53.5607,26.7803,-99.749,-99.749,-99.749,-71.5683,-71.5683,-71.5683,14.3877,14.3877,14.3877
4,25.2404,2.70854,-43.1254,-30.01,-23.1807,14.5138,24.7067,-3.06188,-6.80626,56.4914,28.2457,-67.512,-67.512,-67.512,4.49643,4.49643,4.49643,23.0954,23.0954,23.0954
2,-1.18113,20.968,-58.5086,-14.4944,-16.1282,45.5467,31.7561,11.2518,-135.379,-91.1758,-45.5879,-51.2252,-51.2252,-51.2252,11.4391,11.4391,11.4391,26.2771,26.2771,26.2771
2,0.76098,19.9538,-61.1684,-10.6831,-16.3968,53.1696,31.487,11.5621,-130.33,-91.2631,-45.6315,-46.4611,-46.4611,-46.4611,16.9601,16.9601,16.9601,28.607,28.607,28.607
2,12.2965,-7.77979,-50.5406,-62.4452,-23.5704,-50.3564,24.317,33.0524,-97.4573,-31.4056,-15.7028,-0.0380686,-0.0380686,-0.0380686,-86.4837,-86.4837,-86.4837,-56.4144,-56.4144,-56.4144
1,16.015,-13.8416,-25.0602,-26.7726,-59.6815,20.9903,-11.7944,64.9252,-61.9741,-42.5695,-21.2848,4.86046,4.86046,4.86046,-60.5526,-60.5526,-60.5526,-66.8229,-66.8229,-66.8229
4,-11.438,-2.87645,-58.519,-41.4026,-41.1347,-8.27343,6.74951,23.5412,7.2546,29.6412,14.8206,5.62356,5.62356,5.62356,-67.2203,-67.2203,-67.2203,2.91689,2.91689,2.91689
4,-8.42038,-2.70581,-42.5565,-43.6583,-45.5179,-12.7838,2.36613,21.5551,36.5467,52.6805,26.3403,8.1839,8.1839,8.1839,-64.2336,-64.2336,-64.2336,9.73056,9.73056,9.73056
2,-4.36121,0.629102,-35.6354,-6.04226,-28.3568,62.4484,19.5273,6.54975,-29.9303,38.9672,19.4836,-90.624,-90.624,-90.624,-64.3248,-64.3248,-64.3248,-1.51875,-1.51875,-1.51875
3,30.4103,13.0033,-69.8484,-52.9332,-40.7006,-31.3313,7.18337,-5.84976,18.5075,0.82215,0.411075,-0.753605,-0.753605,-0.753605,-75.2134,-75.2134,-75.2134,-95.3391,-95.3391,-95.3391
2,-2.26006,-20.2036,-22.9622,-9.89526,-34.8215,54.7457,13.0621,4.493,6.2682,49.0738,24.5369,-76.3914,-76.3914,-76.3914,11.5357,11.5357,11.5357,-49.3922,-49.3922,-49.3922
4,-9.6804,0.136821,-62.4254,-38.5324,-38.0093,-2.5291,9.87359,20.5904,-7.63898,13.0526,6.52631,-1.94668,-1.94668,-1.94668,-67.169,-67.169,-67.169,-15.3398,-15.3398,-15.3398
1,12.4266,31.3543,-62.0479,-64.5789,-38.8166,-54.6254,9.07092,-12.6724,-85.4656,4.58274,2.29137,-80.2972,-80.2972,-80.2972,-62.3029,-62.3029,-62.3029,-56.5594,-56.5594,-56.5594
1,11.9134,-11.3604,-42.6585,-26.4622,-26.8414,21.6102,21.0456,57.1478,35.7476,49.7395,24.8698,-68.079,-68.079,-68.079,-76.0938,-76.0938,-76.0938,-67.5981,-67.5981,-67.5981
3,5.98761,21.0759,-42.1843,-30.4469,-61.4771,13.6437,-13.5899,15.4041,-79.0921,-57.2735,-28.6368,3.37348,3.37348,3.37348,8.02272,8.02272,8.02272,7.88186,7.88186,7.88186
3,23.8158,13.4204,-67.5392,-52.835,-39.408,-31.135,8.47611,-6.05852,28.2381,6.17304,3.08652,1.89408,1.89408,1.89408,-71.6834,-71.6834,-71.6834,-89.0713,-89.0713,-89.0713
2,-3.60975,-2.54898,-35.261,-1.31406,-31.0395,71.9051,16.8447,13.1193,-94.4445,-55.2744,-27.6372,4.47517,4.47517,4.47517,-85.4325,-85.4325,-85.4325,10.511,10.511,10.511
2,-1.68131,-21.5484,-20.2359,-5.85319,-37.9417,62.8272,9.94239,7.42638,31.2536,36.6235,18.3117,8.725,8.725,8.725,-85.1745,-85.1745,-85.1745,-33.3927,-33.3927,-33.3927
2,3.64452,-3.0183,-60.5304,-53.2227,-38.7715,-31.9112,9.11575,21.3395,-86.381,-18.6812,-9.34062,-73.8767,-73.8767,-73.8767,-51.6942,-51.6942,-51.6942,14.0328,14.0328,14.0328
2,-5.38442,18.8207,-56.7472,-13.561,-17.2785,47.4135,30.6058,11.6373,-139.636,-91.5529,-45.7765,-52.9277,-52.9277,-52.9277,12.1406,12.1406,12.1406,17.7013,17.7013,17.7013
2,-4.49329,7.56119,-52.7651,-54.4315,-41.8013,-34.3302,6.08287,31.5203,-84.3921,-37.1175,-18.5588,-68.9853,-68.9853,-68.9853,2.06571,2.06571,2.06571,-75.2482,-75.2482,-75.2482
4,37.6506,8.17991,-20.2093,-24.9037,-24.4203,24.7272,23.4668,4.58552,-112.955,169.934,84.9669,10.095,10.095,10.095,17.5725,17.5725,17.5725,21.8168,21.8168,21.8168
2,9.95199,-7.68889,-47.2254,-61.4376,-34.43,-48.3413,13.4574,34.9267,-90.2073,-30.7641,-15.382,1.11047,1.11047,1.11047,-89.6157,-89.6157,-89.6157,-59.4455,-59.4455,-59.4455
1,12.4458,31.3165,-55.9304,-52.1718,-45.2967,-29.8112,2.59081,14.7906,-90.7155,8.86058,4.43029,-80.9708,-80.9708,-80.9708,-62.2709,-62.2709,-62.2709,-55.4596,-55.4596,-55.4596
4,7.08021,-4.77774,-31.3545,-43.4602,-35.2563,-12.3858,12.6314,14.0544,5.2076,43.4437,21.7218,5.96025,5.96025,5.96025,-60.887,-60.887,-60.887,4.2437,4.2437,4.2437
4,2.91533,-23.9626,-16.4464,-37.1693,-35.1474,0.194973,12.7365,17.4659,-9.4198,38.2012,19.1006,-5.05069,-5.05069,-5.05069,-23.2885,-23.2885,-23.2885,-76.8822,-76.8822,-76.8822
2,-2.12028,-21.7144,-22.5931,-5.78083,-38.2396,62.9718,9.64457,7.88341,32.6725,36.6453,18.3226,9.17932,9.17932,9.17932,-85.1416,-85.1416,-85.1416,-42.2032,-42.2032,-42.2032
2,-6.48925,8.57182,-47.4014,-42.5536,-31.5062,-10.5712,16.3773,24.4216,-86.3454,-41.7048,-20.8524,-72.4536,-72.4536,-72.4536,-4.65761,-4.65761,-4.65761,-80.3051,-80.3051,-80.3051
2,13.1828,-11.2353,-47.1832,-62.4908,-39.4146,-50.4474,8.47277,31.0227,-92.4888,-31.6684,-15.8342,6.43585,6.43585,6.43585,-78.2895,-78.2895,-78.2895,-54.3099,-54.3099,-54.3099
1,12.0214,31.9558,-62.3762,-63.7695,-38.5773,-53.0067,9.31024,-11.5106,-85.2099,4.50524,2.25262,-80.2834,-80.2834,-80.2834,-61.9224,-61.9224,-61.9224,-56.5757,-56.5757,-56.5757
2,-3.60653,-1.89532,-35.0358,-1.28343,-31.3657,71.9664,16.5184,13.3784,-94.0898,-54.6546,-27.3273,2.25511,2.25511,2.25511,-84.7002,-84.7002,-84.7002,9.6868,9.6868,9.6868
5,7.63939,6.74268,41.179,-50.2892,-19.2763,0.778548,6.49335,20.9357,-0.145274,-0.145274,-0.145274,0.167666,0.167666,0.167666,3.1384,3.1384,3.1384,3.95411,3.95411,3.95411
2,0.199572,3.42998,-36.2488,-4.03748,-31.3664,66.4588,16.5177,9.33897,-102.835,-48.5292,-24.2646,5.03442,5.03442,5.03442,-2.73097,-2.73097,-2.73097,-29.893,-29.893,-29.893
2,-6.16154,18.9422,-55.1789,-14.2766,-17.5062,45.9823,30.378,11.4355,-139.574,-90.6176,-45.3088,-53.678,-53.678,-53.678,11.1912,11.1912,11.1912,16.0293,16.0293,16.0293
4,-5.53297,-2.17021,-54.9717,-35.3962,-38.1526,3.74337,9.73056,16.4746,34.3023,48.7341,24.3671,8.46158,8.46158,8.46158,-68.0172,-68.0172,-68.0172,5.96292,5.96292,5.96292
2,-1.78281,-21.1913,-20.4528,-5.95837,-37.8966,62.6168,9.98752,7.82534,30.9823,36.5579,18.279,8.52826,8.52826,8.52826,-84.9129,-84.9129,-84.9129,-33.5504,-33.5504,-33.5504
2,-5.36492,-8.03405,-19.9528,-8.61049,-30.2468,57.3131,17.6371,7.68086,-93.254,-57.8686,-28.9343,8.59286,8.59286,8.59286,-89.8481,-89.8481,-89.8481,10.6033,10.6033,10.6033
3,23.9375,13.4388,-67.7914,-52.8607,-39.3883,-31.1865,8.49579,-6.05827,24.5385,8.92223,4.46111,1.01588,1.01588,1.01588,-71.568,-71.568,-71.568,-88.861,-88.861,-88.861
2,-5.5483,7.72801,-56.062,-42.2236,-26.463,-9.91105,21.4204,26.5327,-87.0405,-39.0847,-19.5424,-73.1864,-73.1864,-73.1864,-10.7926,-10.7926,-10.7926,-88.2471,-88.2471,-88.2471
2,-3.94085,0.767057,-34.9304,-6.04315,-28.3833,62.4466,19.5009,6.55333,-36.2059,32.4866,16.2433,-90.6146,-90.6146,-90.6146,-64.1852,-64.1852,-64.1852,-3.32221,-3.32221,-3.32221
4,25.5285,2.28338,-43.8288,-30.2217,-23.3084,14.0903,24.579,-1.58764,-8.46064,56.1663,28.0831,-67.2002,-67.2002,-67.2002,3.07411,3.07411,3.07411,23.0748,23.0748,23.0748
3,5.28245,22.9128,-42.7372,-28.5708,-61.2311,17.3956,-13.3439,15.203,-78.4524,-58.0455,-29.0228,7.65121,7.65121,7.65121,9.76564,9.76564,9.76564,3.69121,3.69121,3.69121
4,10.9264,-1.58584,-36.511,-38.3448,-42.116,-2.15286,5.76799,12.8076,10.8898,57.5573,28.7787,-74.3039,-74.3039,-74.3039,-1.98094,-1.98094,-1.98094,20.0993,20.0993,20.0993
2,5.02162,-2.54062,-61.1998,-53.3166,-37.116,-32.0989,10.7713,19.6355,-86.2211,-19.7449,-9.87243,-73.9435,-73.9435,-73.9435,-51.3717,-51.3717,-51.3717,15.2698,15.2698,15.2698
3,25.531,13.8499,-66.2006,-53.6692,-40.2533,-32.8033,7.63073,-5.9637,20.1391,2.84774,1.42387,1.06261,1.06261,1.06261,-75.5536,-75.5536,-75.5536,-95.8491,-95.8491,-95.8491
3,-3.36522,32.0591,-36.6726,-28.2354,-58.6131,18.0663,-10.7261,16.6061,-77.3802,-70.0613,-35.0306,5.00894,5.00894,5.00894,7.34727,7.34727,7.34727,5.49251,5.49251,5.49251
2,-1.40792,20.7455,-58.1318,-14.7551,-16.0951,45.0255,31.7891,11.1119,-135.195,-90.6392,-45.3196,-51.3932,-51.3932,-51.3932,10.0014,10.0014,10.0014,25.879,25.879,25.879
2,-4.73525,-17.789,-29.9401,-4.64771,-33.4113,65.2378,14.4728,9.43067,15.0729,34.2254,17.1127,2.09241,2.09241,2.09241,-80.738,-80.738,-80.738,-42.477,-42.477,-42.477
2,5.22255,-3.74199,-63.0674,-53.0618,-37.4978,-31.5893,10.3894,19.7118,-85.5133,-19.7586,-9.87928,-74.2724,-74.2724,-74.2724,-51.2269,-51.2269,-51.2269,14.7417,14.7417,14.7417
4,-9.45911,0.041157,-62.3269,-37.1908,-36.0211,0.154136,11.8618,19.819,-7.95524,12.0923,6.04613,-2.35902,-2.35902,-2.35902,-67.1061,-67.1061,-67.1061,-15.449,-15.449,-15.449
2,5.95327,-10.0053,-35.4597,-61.2284,-39.0041,-47.9226,8.88352,30.803,-80.4551,-31.1482,-15.5741,5.51082,5.51082,5.51082,-84.4043,-84.4043,-84.4043,-61.0321,-61.0321,-61.0321
1,9.70889,20.3924,-54.1197,-66.8866,-35.7397,-59.2401,12.1477,-11.4188,-78.3497,-3.11091,-1.55546,-77.7214,-77.7214,-77.7214,-63.2401,-63.2401,-63.2401,-56.5728,-56.5728,-56.5728
1,1.53646,-17.3403,-56.9038,-19.9274,-56.4546,34.6805,-8.56762,15.947,-73.4878,-12.2838,-6.14189,0.0202023,0.0202023,0.0202023,-76.8648,-76.8648,-76.8648,-57.3133,-57.3133,-57.3133
4,-5.48242,-1.47188,-55.2552,-35.1345,-37.9947,4.26677,9.88847,16.3404,34.362,48.972,24.486,8.09665,8.09665,8.09665,-67.8129,-67.8129,-67.8129,6.20993,6.20993,6.20993
3,44.1185,12.8931,14.4646,-11.1594,-55.256,52.2162,-7.36915,37.6922,-27.5335,3.43714,1.71857,-0.264641,-0.264641,-0.264641,-2.21276,-2.21276,-2.21276,-77.1362,-77.1362,-77.1362
2,0.658526,0.936838,-29.461,-4.80354,-29.6966,64.9273,18.1873,9.24629,-105.827,-32.6133,-16.3066,16.3438,16.3438,16.3438,21.5764,21.5764,21.5764,-28.3759,-28.3759,-28.3759
3,0.264934,33.9089,-31.8577,-28.7834,-58.2484,16.9708,-10.3613,19.214,-77.806,-70.7185,-35.3593,-2.73141,-2.73141,-2.73141,-0.612251,-0.612251,-0.612251,3.91559,3.91559,3.91559
4,24.8189,1.60813,-42.9892,-28.282,-23.455,17.9697,24.4324,-2.30963,-31.5148,53.7822,26.8911,-67.6339,-67.6339,-67.6339,5.73892,5.73892,5.73892,19.9976,19.9976,19.9976
1,-0.148648,13.5535,-46.1112,-19.9072,-52.0179,34.7192,-4.13027,30.265,-75.7965,-51.7162,-25.8581,-66.7907,-66.7907,-66.7907,-1.01593,-1.01593,-1.01593,-52.9126,-52.9126,-52.9126
4,27.0611,-9.43599,-26.94,-44.0103,-32.1347,-13.4838,15.7495,13.283,13.9141,48.8973,24.4486,9.13952,9.13952,9.13952,11.3762,11.3762,11.3762,-71.8545,-71.8545,-71.8545
1,13.2955,30.4536,-62.2455,-65.4376,-40.9431,-56.3428,6.94445,-12.0224,-85.2223,4.77644,2.38822,-80.496,-80.496,-80.496,-62.7329,-62.7329,-62.7329,-56.7479,-56.7479,-56.7479
2,-3.54882,-1.90707,-30.9306,-1.05516,-33.3406,72.4231,14.5435,13.4665,-93.6684,-57.8804,-28.9402,-18.6205,-18.6205,-18.6205,-79.464,-79.464,-79.464,-0.0112957,-0.0112957,-0.0112957
3,4.75229,22.0192,-40.4593,-30.4767,-60.7611,13.5841,-12.8739,15.9661,-79.639,-56.7478,-28.3739,3.85003,3.85003,3.85003,6.27569,6.27569,6.27569,6.94128,6.94128,6.94128
1,10.499,27.8808,-54.9152,-51.6485,-37.419,-28.7642,10.4684,12.6612,-84.8033,11.1023,5.55117,-77.8523,-77.8523,-77.8523,-60.9202,-60.9202,-60.9202,-54.7599,-54.7599,-54.7599
3,-3.43511,32.2798,-36.5825,-28.318,-58.4744,17.9011,-10.5874,16.3848,-77.4175,-69.8365,-34.9182,6.4519,6.4519,6.4519,7.91615,7.91615,7.91615,5.89844,5.89844,5.89844
1,11.8651,32.4751,-54.6601,-51.1112,-34.1555,-27.6899,13.7321,10.0493,-92.4573,7.0857,3.54285,-80.9308,-80.9308,-80.9308,-61.1396,-61.1396,-61.1396,-54.6295,-54.6295,-54.6295
3,38.9042,9.75218,20.3325,-9.63128,-47.5627,55.2722,0.324222,33.7211,-3.17984,11.6904,5.84518,-7.93319,-7.93319,-7.93319,-7.71959,-7.71959,-7.71959,-56.6033,-56.6033,-56.6033
1,16.8193,-8.01851,-32.9087,-23.7004,-56.2033,27.134,-8.31616,63.8278,-79.4714,-63.5769,-31.7885,-1.52094,-1.52094,-1.52094,-60.8334,-60.8334,-60.8334,-72.383,-72.383,-72.383
2,0.663028,1.09799,-29.6565,-4.74638,-29.6242,65.0416,18.2598,9.20258,-105.931,-32.5985,-16.2992,16.5957,16.5957,16.5957,21.5823,21.5823,21.5823,-28.3561,-28.3561,-28.3561
2,0.0166055,2.28998,-35.692,-4.06938,-29.5398,66.3953,18.3442,9.22064,-105.722,-37.7787,-18.8893,21.3266,21.3266,21.3266,23.252,23.252,23.252,-24.7565,-24.7565,-24.7565
3,-0.305817,29.5973,-44.2399,-29.3192,-58.3479,15.8984,-10.4608,16.4897,-77.1597,-68.7514,-34.3757,3.47216,3.47216,3.47216,6.28535,6.28535,6.28535,3.91683,3.91683,3.91683
2,-6.13833,8.45738,-44.8676,-43.9102,-34.6164,-13.287,13.2676,24.5981,-86.9089,-43.7119,-21.856,-72.2123,-72.2123,-72.2123,-5.07442,-5.07442,-5.07442,-81.1229,-81.1229,-81.1229
1,4.87644,-1.58781,-38.0633,-22.2988,-45.5716,29.9367,2.31559,60.4321,14.0869,2.28648,1.14324,-70.4714,-70.4714,-70.4714,-65.3558,-65.3558,-65.3558,-74.6488,-74.6488,-74.6488
2,3.92255,-3.01936,-59.825,-53.4043,-38.7279,-32.2743,9.15943,20.4048,-86.442,-18.4744,-9.23721,-73.7199,-73.7199,-73.7199,-51.431,-51.431,-51.431,14.583,14.583,14.583
4,-11.5057,-2.83344,-58.7636,-41.3741,-41.099,-8.21637,6.78523,23.5331,7.45633,29.498,14.749,5.6373,5.6373,5.6373,-67.2107,-67.2107,-67.2107,2.93469,2.93469,2.93469
2,0.214045,19.6973,-60.5709,-10.8104,-16.2349,52.9149,31.6489,11.604,-132.052,-91.6409,-45.8204,-47.4459,-47.4459,-47.4459,17.2297,17.2297,17.2297,28.1447,28.1447,28.1447
3,5.17346,22.7577,-42.581,-28.7267,-61.4878,17.084,-13.6006,14.9863,-78.3197,-57.7259,-28.863,7.05094,7.05094,7.05094,9.24815,9.24815,9.24815,4.03729,4.03729,4.03729
4,-11.5939,0.184032,-62.1282,-40.5426,-41.1328,-6.54956,6.74993,22.2176,-12.5052,3.95799,1.979,3.52599,3.52599,3.52599,-67.089,-67.089,-67.089,-3.4684,-3.4684,-3.4684
1,-12.2686,4.87478,-45.129,-5.82127,-51.0023,62.89,-3.11828,-65.065,-70.3579,-37.0003,-18.5002,-66.3379,-66.3379,-66.3379,-4.89348,-4.89348,-4.89348,-48.3553,-48.3553,-48.3553
2,6.50805,-9.80038,-35.6858,-61.3999,-38.9656,-48.2656,8.92199,30.7566,-80.9968,-31.2797,-15.6398,5.5557,5.5557,5.5557,-84.2157,-84.2157,-84.2157,-60.7832,-60.7832,-60.7832
1,22.9382,-6.08225,-16.7456,-24.8362,-48.8547,24.863,-0.967618,64.6052,-77.8144,-54.5477,-27.2739,-13.0583,-13.0583,-13.0583,-65.1623,-65.1623,-65.1623,-70.597,-70.597,-70.597
1,-6.19546,1.76233,-37.3819,-9.98078,-56.1109,54.5718,-8.22681,-69.4401,-74.3358,-46.1948,-23.0974,-65.5682,-65.5682,-65.5682,-3.6973,-3.6973,-3.6973,-47.1646,-47.1646,-47.1646
1,11.2828,32.9263,-53.3426,-48.9699,-35.767,-23.4074,12.1205,14.2557,-93.8628,8.41782,4.20891,-81.2101,-81.2101,-81.2101,-61.1696,-61.1696,-61.1696,-55.3149,-55.3149,-55.3149
3,41.1617,-8.43174,18.284,-16.0096,-58.0004,42.5151,-10.1134,27.748,1.55198,17.1712,8.58559,-0.662101,-0.662101,-0.662101,-30.2913,-30.2913,-30.2913,-62.5344,-62.5344,-62.5344
2,-3.53351,-1.93164,-34.7546,-1.04406,-31.8952,72.4451,15.9889,13.5271,-94.1634,-55.3819,-27.6909,0.772571,0.772571,0.772571,-84.1145,-84.1145,-84.1145,8.15604,8.15604,8.15604
2,1.15568,1.42316,-36.6102,-5.09689,-30.2013,64.3402,17.6827,9.28886,-107.011,-38.9826,-19.4913,11.9942,11.9942,11.9942,9.56877,9.56877,9.56877,-23.0675,-23.0675,-23.0675
2,-4.18385,7.13038,-52.5501,-54.5662,-41.7014,-34.5995,6.18275,31.6019,-83.6425,-36.8089,-18.4044,-68.8956,-68.8956,-68.8956,2.31974,2.31974,2.31974,-75.337,-75.337,-75.337
3,8.62272,12.0598,-54.6456,-30.3731,-59.195,13.7916,-11.3076,16.124,-73.1545,-65.7105,-32.8552,-4.4271,-4.4271,-4.4271,6.13876,6.13876,6.13876,10.0381,10.0381,10.0381
3,26.9546,4.66356,-68.5508,-44.0293,-49.2528,-13.5232,-1.36885,-1.43021,20.0292,-2.10785,-1.05392,1.99926,1.99926,1.99926,-77.6418,-77.6418,-77.6418,-95.3033,-95.3033,-95.3033
1,18.3288,-12.9302,-23.8184,-27.1795,-57.0291,20.1765,-9.14204,65.7446,-61.8973,-42.2021,-21.101,4.64268,4.64268,4.64268,-62.1433,-62.1433,-62.1433,-66.4505,-66.4505,-66.4505
2,3.82183,-3.00057,-60.0858,-53.2755,-38.6834,-32.0167,9.2039,20.824,-86.6145,-18.3524,-9.17619,-73.7451,-73.7451,-73.7451,-51.5426,-51.5426,-51.5426,14.4022,14.4022,14.4022
3,7.00985,21.3762,-42.9411,-30.0351,-61.3318,14.4672,-13.4446,15.2118,-77.3813,-57.8454,-28.9227,4.8366,4.8366,4.8366,8.851,8.851,8.851,5.67654,5.67654,5.67654
3,-3.26705,32.6137,-36.5408,-28.4102,-58.3778,17.7166,-10.4908,16.0562,-77.7345,-70.0879,-35.0439,6.52374,6.52374,6.52374,7.91142,7.91142,7.91142,5.8049,5.8049,5.8049
1,21.3064,-12.4206,-14.6304,-25.3426,-47.2667,23.8505,0.620303,65.0007,-77.9469,-51.6913,-25.8457,-12.366,-12.366,-12.366,-65.9792,-65.9792,-65.9792,-69.8857,-69.8857,-69.8857
3,26.7735,12.278,-67.3239,-53.9388,-40.4455,-33.3425,7.43859,-7.30001,-2.87522,1.34377,0.671883,1.86918,1.86918,1.86918,-71.2684,-71.2684,-71.2684,-89.131,-89.131,-89.131
2,-3.98225,7.20919,-52.5264,-54.5212,-41.2421,-34.5097,6.64203,31.233,-84.2358,-37.4042,-18.7021,-69.025,-69.025,-69.025,1.36174,1.36174,1.36174,-75.4307,-75.4307,-75.4307
3,26.7252,14.4837,-66.189,-53.4319,-40.2521,-32.3288,7.63189,-5.63516,28.3129,2.18527,1.09264,2.03577,2.03577,2.03577,-74.9031,-74.9031,-74.9031,-95.2968,-95.2968,-95.2968
2,-5.44605,-30.443,-14.2717,-8.70884,-38.0176,57.1158,9.86637,4.16219,9.76051,49.8913,24.9456,-79.5018,-79.5018,-79.5018,0.60196,0.60196,0.60196,-50.2933,-50.2933,-50.2933
3,24.9783,13.1917,-66.6438,-53.6531,-40.6561,-32.7711,7.22793,-6.57172,10.4237,2.5371,1.26855,0.523008,0.523008,0.523008,-76.0042,-76.0042,-76.0042,-96.2205,-96.2205,-96.2205
2,-0.906697,0.0565293,-34.8618,-4.41193,-29.1553,65.7102,18.7287,9.5258,-104.307,-37.7416,-18.8708,12.1318,12.1318,12.1318,13.8325,13.8325,13.8325,-24.9787,-24.9787,-24.9787
4,3.28858,-23.7705,-16.6739,-37.1808,-35.0439,0.17423,12.8395,17.5578,-9.87529,36.2526,18.1263,-4.9471,-4.9471,-4.9471,-22.201,-22.201,-22.201,-75.6877,-75.6877,-75.6877
2,-1.75934,20.3304,-57.6417,-14.8265,-16.2477,44.8827,31.6365,11.265,-134.875,-90.4048,-45.2024,-51.4382,-51.4382,-51.4382,8.9337,8.9337,8.9337,25.5306,25.5306,25.5306
2,-9.4092,-3.56137,-46.32,-5.9826,-29.9328,62.5701,17.9546,6.36215,3.79305,43.2556,21.6278,-100.995,-100.995,-100.995,-73.2795,-73.2795,-73.2795,10.1497,10.1497,10.1497
3,-2.97315,31.9921,-37.4575,-28.2083,-58.6416,18.1203,-10.7546,16.6249,-77.4326,-70.4943,-35.2472,4.82112,4.82112,4.82112,7.16367,7.16367,7.16367,5.24769,5.24769,5.24769
2,1.38075,19.1423,-53.6264,-17.2415,-15.3183,40.053,32.5657,10.6667,-123.423,-82.7484,-41.3742,-45.8794,-45.8794,-45.8794,13.9242,13.9242,13.9242,23.0085,23.0085,23.0085
1,8.54341,9.30745,-49.9975,-24.2108,-33.1989,26.1118,14.6883,57.8249,36.0132,34.3745,17.1873,-70.1569,-70.1569,-70.1569,-79.98,-79.98,-79.98,-71.7482,-71.7482,-71.7482
1,1.55394,-6.37656,-41.15,-20.1439,-54.3846,34.2466,-6.49736,51.9639,27.0817,-2.58639,-1.2932,-70.2215,-70.2215,-70.2215,-59.5911,-59.5911,-59.5911,-74.5991,-74.5991,-74.5991
3,35.2889,4.16834,13.0093,-11.9886,-54.3337,50.5574,-6.4468,30.7836,9.49031,8.06043,4.03022,12.6224,12.6224,12.6224,-3.1202,-3.1202,-3.1202,-89.4372,-89.4372,-89.4372
