label,Rx39,Ry39,Rz39,Ry40,Rz40,Ry41,Rz41,Ry42,Rz44,Rz45,Rz46,Rz48,Rz49,Rz50,Rz52,Rz53,Rz54,Rz56,Rz57,Rz58
2,1.74224,-8.89636,-24.4798,-25.9093,-20.4898,22.7151,27.3943,15.9097,-59.9776,-16.465,-8.23252,-55.3393,-55.3393,-55.3393,-53.446,-53.446,-53.446,-46.4394,-46.4394,-46.4394
3,5.54627,13.4519,-51.0812,-28.2905,-58.6263,17.957,-10.739,17.5807,-74.429,-69.539,-34.7695,2.56817,2.56817,2.56817,8.26205,8.26205,8.26205,4.55619,4.55619,4.55619
1,10.2195,22.4813,-56.7452,-64.2931,-28.9755,-54.0533,18.9119,-10.422,-76.5688,-0.277142,-0.138571,-76.8473,-76.8473,-76.8473,-62.6912,-62.6912,-62.6912,-55.7571,-55.7571,-55.7571
2,-8.59161,1.01244,-39.2392,-5.75677,-30.5748,63.0192,17.3094,5.78507,-3.30469,57.5535,28.7767,-98.2944,-98.2944,-98.2944,-70.644,-70.644,-70.644,13.3514,13.3514,13.3514
1,-7.47619,-14.9395,-55.0521,-17.8708,-62.3508,38.7899,-14.4664,-7.13703,-58.8409,-20.1347,-10.0673,4.63547,4.63547,4.63547,-79.0797,-79.0797,-79.0797,-60.2965,-60.2965,-60.2965
2,-2.48922,-21.3983,-23.3992,-7.86354,-34.1658,58.809,13.7177,7.48955,-30.1323,30.452,15.226,-72.5999,-72.5999,-72.5999,-7.75401,-7.75401,-7.75401,-45.2352,-45.2352,-45.2352
3,24.7973,13.9156,-65.2636,-52.4654,-40.9338,-30.3956,6.95026,-5.91567,24.9657,0.694542,0.347271,8.73879,8.73879,8.73879,-50.5485,-50.5485,-50.5485,-64.2286,-64.2286,-64.2286
5,8.16407,8.58924,39.2625,-50.5154,-20.1209,0.326048,5.64862,24.4179,-3.96607,-3.96607,-3.96607,-0.737745,-0.737745,-0.737745,1.50847,1.50847,1.50847,5.00375,5.00375,5.00375
2,-0.592867,6.55461,-57.0613,-52.5796,-43.7759,-30.6228,4.10757,33.2154,-85.6316,-42.0726,-21.0363,-71.3407,-71.3407,-71.3407,17.4541,17.4541,17.4541,-77.7889,-77.7889,-77.7889
4,27.2566,-8.25752,-32.9528,-34.7599,-31.1604,5.01361,16.7273,9.64672,-10.6052,39.2099,19.6049,4.93931,4.93931,4.93931,5.64918,5.64918,5.64918,-70.8054,-70.8054,-70.8054
4,-7.57436,-4.68446,-53.2082,-41.1655,-40.1405,-7.79877,7.74366,22.8581,0.333795,29.1694,14.5847,5.30653,5.30653,5.30653,-66.6972,-66.6972,-66.6972,1.11283,1.11283,1.11283
1,10.1494,22.3098,-56.5486,-64.4299,-28.9702,-54.3268,18.9172,-10.4855,-76.7485,-0.360108,-0.180054,-76.8232,-76.8232,-76.8232,-62.6612,-62.6612,-62.6612,-55.8767,-55.8767,-55.8767
3,25.244,12.5359,-67.0176,-51.7324,-40.623,-28.9296,7.26105,-5.54797,-7.99342,-0.915309,-0.457655,2.66281,2.66281,2.66281,-74.223,-74.223,-74.223,-91.8529,-91.8529,-91.8529
3,8.80622,11.8012,-54.8821,-30.8239,-59.3962,12.8902,-11.5089,15.5809,-75.0929,-63.3905,-31.6953,-0.257091,-0.257091,-0.257091,7.52943,7.52943,7.52943,12.2704,12.2704,12.2704
3,24.4263,13.1256,-65.8012,-52.699,-39.7592,-30.863,8.12481,-5.96874,0.0363827,-2.06403,-1.03202,7.26229,7.26229,7.26229,-71.4275,-71.4275,-71.4275,-89.3714,-89.3714,-89.3714
4,24.2947,-3.48913,-27.9922,-41.3711,-33.2747,-8.2055,14.6095,11.3773,-3.35006,36.3369,18.1684,12.1367,12.1367,12.1367,16.5933,16.5933,16.5933,-56.9661,-56.9661,-56.9661
1,30.3329,-3.01403,-9.71169,-30.8267,-43.2515,12.882,4.63552,62.4958,-79.0135,-39.1328,-19.5664,-4.43514,-4.43514,-4.43514,-70.2071,-70.2071,-70.2071,-61.5499,-61.5499,-61.5499
3,6.90677,27.1366,-51.4405,-29.1952,-59.1045,16.1465,-11.2173,13.2048,-74.4166,-70.6475,-35.3237,5.40292,5.40292,5.40292,9.23038,9.23038,9.23038,6.49874,6.49874,6.49874
2,-5.94742,-29.5886,-15.923,-7.88779,-37.3008,58.7577,10.5832,3.22047,13.8579,50.3561,25.178,-79.5806,-79.5806,-79.5806,0.969082,0.969082,0.969082,-50.8809,-50.8809,-50.8809
2,-3.39915,-22.2478,-23.3595,-8.02089,-34.1868,58.4942,13.6966,7.61702,-29.3255,30.4794,15.2397,-72.528,-72.528,-72.528,-8.28195,-8.28195,-8.28195,-45.1245,-45.1245,-45.1245
4,8.38149,-2.0256,-37.2913,-45.9648,-39.2958,-17.3927,8.58822,17.2694,25.9715,55.5419,27.771,9.36065,9.36065,9.36065,-60.5613,-60.5613,-60.5613,6.76876,6.76876,6.76876
4,20.1589,-13.4152,-17.1598,-40.8924,-31.9006,-7.24795,15.9838,11.9037,-2.37987,40.8284,20.4142,-1.11634,-1.11634,-1.11634,0.471046,0.471046,0.471046,-68.6387,-68.6387,-68.6387
3,45.6811,16.5477,17.2976,-13.2552,-54.44,48.0248,-6.55312,38.0317,-4.05563,4.72436,2.36218,3.71098,3.71098,3.71098,-1.82212,-1.82212,-1.82212,-81.9376,-81.9376,-81.9376
1,-5.77024,2.18405,-37.8704,-10.2947,-56.2015,53.9439,-8.31748,-68.8041,-74.5054,-45.3845,-22.6922,-65.8106,-65.8106,-65.8106,-4.32332,-4.32332,-4.32332,-46.5506,-46.5506,-46.5506
3,3.78328,13.5404,-47.6983,-24.6949,-61.6252,25.1485,-13.7379,15.7381,-74.5285,-50.9343,-25.4672,4.47157,4.47157,4.47157,5.74264,5.74264,5.74264,6.44781,6.44781,6.44781
3,25.2501,13.8567,-67.7823,-52.4419,-39.4818,-30.3488,8.40228,-5.14602,3.50158,-0.594913,-0.297456,-2.7723,-2.7723,-2.7723,-78.3501,-78.3501,-78.3501,-96.0457,-96.0457,-96.0457
2,-5.22312,-30.5693,-13.9522,-8.68596,-37.875,57.1615,10.009,3.82197,10.383,49.6588,24.8294,-79.4238,-79.4238,-79.4238,0.982176,0.982176,0.982176,-50.4211,-50.4211,-50.4211
2,-0.977201,-0.285058,-35.0074,-4.17633,-29.3987,66.1814,18.4853,9.46629,-104.135,-38.7416,-19.3708,11.6609,11.6609,11.6609,13.6474,13.6474,13.6474,-25.1184,-25.1184,-25.1184
2,-6.0983,7.79561,-50.4576,-53.051,-43.748,-31.5691,4.13607,32.592,-86.6064,-39.7074,-19.8537,-71.3004,-71.3004,-71.3004,-4.65168,-4.65168,-4.65168,-78.7248,-78.7248,-78.7248
1,10.1571,10.0131,-51.7727,-26.0973,-25.9906,22.3385,21.8966,56.8029,35.3564,40.0763,20.0381,-69.9045,-69.9045,-69.9045,-84.8077,-84.8077,-84.8077,-70.1799,-70.1799,-70.1799
2,-2.40798,-5.66293,-43.0311,-57.7139,-43.1624,-40.8936,4.72505,20.1105,18.6769,32.9569,16.4784,-71.6578,-71.6578,-71.6578,-77.0806,-77.0806,-77.0806,-62.039,-62.039,-62.039
5,8.96875,7.98306,43.9607,-51.1118,-21.2532,-0.866329,4.51626,23.868,-2.13984,-2.13984,-2.13984,-1.98437,-1.98437,-1.98437,1.64746,1.64746,1.64746,2.6211,2.6211,2.6211
1,16.3648,-13.0342,-71.7311,-25.2437,-52.5178,24.0473,-4.63076,70.5582,-100.577,-41.5799,-20.79,-88.63,-88.63,-88.63,-47.3779,-47.3779,-47.3779,15.0025,15.0025,15.0025
3,3.75319,24.1895,-43.3985,-27.4251,-60.8917,19.6871,-13.0045,14.8166,-79.506,-57.7743,-28.8872,10.0348,10.0348,10.0348,9.43296,9.43296,9.43296,-2.63284,-2.63284,-2.63284
4,23.0005,-10.5118,-18.6485,-45.5493,-29.3564,-16.5617,18.5281,13.2217,9.16366,49.1545,24.5772,5.26592,5.26592,5.26592,6.96432,6.96432,6.96432,-62.67,-62.67,-62.67
1,15.4918,-10.3643,-75.3472,-25.7853,-47.5364,22.9641,0.350566,40.7338,-94.0778,-39.9489,-19.9744,-90.4273,-90.4273,-90.4273,-41.3264,-41.3264,-41.3264,16.8923,16.8923,16.8923
4,-3.5605,-0.0820171,-56.4038,-36.3212,-37.1654,1.89344,10.7178,15.4914,3.02894,22.6097,11.3048,6.9408,6.9408,6.9408,-69.0237,-69.0237,-69.0237,3.09765,3.09765,3.09765
4,-7.30836,1.686,-46.9262,-43.5919,-45.3974,-12.6479,2.4858,21.3135,36.8545,53.7364,26.8682,7.59708,7.59708,7.59708,-64.9397,-64.9397,-64.9397,8.91305,8.91305,8.91305
2,13.4363,-8.33851,-50.0768,-61.6347,-23.6548,-48.7354,24.2326,32.7648,-96.1008,-31.7488,-15.8744,0.472717,0.472717,0.472717,-86.5198,-86.5198,-86.5198,-56.2104,-56.2104,-56.2104
2,-0.837215,-22.2344,-20.4409,-5.76626,-39.1748,63.001,8.70938,7.64455,33.308,36.9539,18.477,9.39326,9.39326,9.39326,-85.9011,-85.9011,-85.9011,-35.1986,-35.1986,-35.1986
3,2.87751,24.884,-44.3593,-26.7283,-60.521,21.0806,-12.6339,14.7296,-79.8968,-58.2116,-29.1058,11.4643,11.4643,11.4643,7.67106,7.67106,7.67106,-6.82164,-6.82164,-6.82164
2,1.6789,-9.00337,-24.2435,-26.0405,-20.438,22.4525,27.4461,16.1925,-59.4969,-16.2073,-8.10365,-55.1566,-55.1566,-55.1566,-53.1577,-53.1577,-53.1577,-46.3015,-46.3015,-46.3015
4,5.04373,-13.3988,-22.8298,-2.83683,-57.142,68.8612,-9.25472,2.4482,11.3372,27.8583,13.9291,3.52631,3.52631,3.52631,5.81368,5.81368,5.81368,33.529,33.529,33.529
3,4.45561,13.7188,-46.1379,-29.5138,-60.9883,15.5106,-13.101,7.84836,-75.1049,-56.1291,-28.0646,3.53022,3.53022,3.53022,4.43677,4.43677,4.43677,5.64162,5.64162,5.64162
4,5.3069,-13.0286,-23.2201,-3.45411,-56.5842,67.6266,-8.69701,2.68656,11.4829,28.6064,14.3032,3.29519,3.29519,3.29519,6.30655,6.30655,6.30655,34.7485,34.7485,34.7485
1,10.1652,18.0422,-51.5115,-61.1939,-37.2267,-47.8545,10.6606,-1.51283,-78.3513,-3.59711,-1.79856,-77.9592,-77.9592,-77.9592,-63.5393,-63.5393,-63.5393,-57.1961,-57.1961,-57.1961
2,8.91338,-11.011,-33.5785,-61.6313,-34.9468,-48.7284,12.9408,32.1083,-87.576,-28.0219,-14.011,14.4555,14.4555,14.4555,-80.7745,-80.7745,-80.7745,-50.3233,-50.3233,-50.3233
2,-13.0921,-2.6962,-39.2316,-5.68866,-30.8567,63.1554,17.0275,6.74874,11.9457,48.6026,24.3013,-108.527,-108.527,-108.527,-77.3115,-77.3115,-77.3115,7.86765,7.86765,7.86765
2,-7.44204,6.55442,-54.9236,-49.955,-44.7236,-25.3775,3.16056,32.9698,-84.8096,-39.3688,-19.6844,-74.6173,-74.6173,-74.6173,-12.2271,-12.2271,-12.2271,-91.2358,-91.2358,-91.2358
1,9.02769,-18.646,-43.6374,-25.7739,-61.9478,22.9873,-14.0607,55.6405,-75.4909,-25.2295,-12.6148,-0.967363,-0.967363,-0.967363,-64.2798,-64.2798,-64.2798,-63.3139,-63.3139,-63.3139
4,10.4625,-7.79302,-16.4405,-6.97749,-54.7804,60.58,-6.89333,1.08661,34.5403,12.2731,6.13655,16.834,16.834,16.834,14.1551,14.1551,14.1551,18.5496,18.5496,18.5496
3,4.03494,24.0212,-43.245,-27.6438,-60.9349,19.2495,-13.0477,14.861,-79.2398,-57.756,-28.878,9.85405,9.85405,9.85405,9.50291,9.50291,9.50291,-1.66471,-1.66471,-1.66471
2,-3.98739,7.32481,-52.7558,-54.3293,-40.4651,-34.1259,7.41898,30.6195,-84.0447,-37.9412,-18.9706,-68.8873,-68.8873,-68.8873,0.775073,0.775073,0.775073,-75.1379,-75.1379,-75.1379
4,3.02118,-24.0798,-16.2086,-37.2223,-34.9678,0.0890902,12.9161,17.4646,-9.3453,38.1667,19.0833,-5.48083,-5.48083,-5.48083,-25.7305,-25.7305,-25.7305,-77.2111,-77.2111,-77.2111
3,23.325,14.4665,-66.3021,-52.7206,-39.2757,-30.9061,8.60833,-4.88971,4.69057,-2.48214,-1.24107,-3.35793,-3.35793,-3.35793,-80.4464,-80.4464,-80.4464,-96.6697,-96.6697,-96.6697
3,40.0633,-8.97768,18.2662,-17.2639,-56.8548,40.0065,-8.96792,28.3712,2.40967,18.6161,9.30807,0.0544924,0.0544924,0.0544924,-29.1156,-29.1156,-29.1156,-60.713,-60.713,-60.713
2,-0.498387,-16.2955,-27.594,-5.92354,-33.2258,62.6862,14.6583,9.07236,0.343259,28.7444,14.3722,1.84189,1.84189,1.84189,-80.4223,-80.4223,-80.4223,-40.9494,-40.9494,-40.9494
2,-5.58688,1.93976,-48.7257,-56.0274,-42.908,-37.5211,4.97936,20.1157,13.0542,24.634,12.317,-70.4638,-70.4638,-70.4638,-75.0566,-75.0566,-75.0566,-57.9731,-57.9731,-57.9731
2,0.934983,20.0792,-61.9392,-10.304,-16.4594,53.9279,31.4245,11.6173,-129.748,-91.3289,-45.6645,-44.9833,-44.9833,-44.9833,16.3257,16.3257,16.3257,28.8032,28.8032,28.8032
3,5.01469,21.7996,-40.7109,-30.5423,-60.8379,13.4531,-12.9507,15.8684,-79.2278,-56.8967,-28.4483,4.07092,4.07092,4.07092,6.92647,6.92647,6.92647,7.21109,7.21109,7.21109
4,5.39609,2.1431,-42.9309,-47.1442,-39.341,-19.7519,8.54288,20.0941,13.359,51.3718,25.6859,3.15646,3.15646,3.15646,-60.6042,-60.6042,-60.6042,-3.84444,-3.84444,-3.84444
2,-2.77395,-20.4447,-24.5115,-5.47322,-37.3009,63.5869,10.5833,8.14446,31.3666,36.6991,18.3496,8.39625,8.39625,8.39625,-84.2507,-84.2507,-84.2507,-45.1215,-45.1215,-45.1215
4,-8.38434,-3.9586,-41.5326,-43.7909,-45.3845,-13.0489,2.4996,21.4347,35.7658,52.5694,26.2847,8.18333,8.18333,8.18333,-64.1738,-64.1738,-64.1738,9.87921,9.87921,9.87921
2,-5.46062,-29.6755,-14.7786,-8.4158,-38.2948,57.7019,9.58919,4.78919,7.32365,50.1276,25.0638,-79.0542,-79.0542,-79.0542,-1.34187,-1.34187,-1.34187,-50.713,-50.713,-50.713
1,10.6787,28.0011,-58.0847,-66.6133,-29.6739,-58.694,18.2136,-17.742,-86.3537,1.7715,0.885751,-79.6639,-79.6639,-79.6639,-61.0266,-61.0266,-61.0266,-53.7877,-53.7877,-53.7877
2,-0.0588121,-20.5594,-25.8299,-7.28967,-33.8092,59.9568,14.0743,6.98381,-27.0606,35.8644,17.9322,-71.179,-71.179,-71.179,0.705039,0.705039,0.705039,-44.9606,-44.9606,-44.9606
1,-0.00579818,10.2051,-42.5319,-22.5245,-52.9976,29.4849,-5.10999,20.8891,-96.122,-31.1405,-15.5703,-53.4091,-53.4091,-53.4091,-5.69829,-5.69829,-5.69829,-52.01,-52.01,-52.01
2,-5.47249,1.73114,-48.7015,-56.1004,-42.856,-37.6672,5.03138,20.0493,12.948,24.6938,12.3469,-70.2696,-70.2696,-70.2696,-74.8528,-74.8528,-74.8528,-57.738,-57.738,-57.738
3,24.977,13.2618,-65.0378,-53.3573,-41.0885,-32.1794,6.7955,-6.78184,-5.24251,1.30183,0.650915,7.80902,7.80902,7.80902,-68.9279,-68.9279,-68.9279,-87.0931,-87.0931,-87.0931
1,10.5809,29.4601,-55.3247,-61.9795,-32.3714,-49.4265,15.5162,-7.91666,-84.4401,7.32451,3.66226,-78.1773,-78.1773,-78.1773,-60.3098,-60.3098,-60.3098,-54.2638,-54.2638,-54.2638
3,40.895,6.32103,15.6423,-15.4235,-57.3147,43.6878,-9.42787,38.0225,5.27565,6.67406,3.33703,2.46258,2.46258,2.46258,-18.6323,-18.6323,-18.6323,-62.1972,-62.1972,-62.1972
4,37.9087,7.31615,-15.8316,-29.5285,-26.0763,15.4779,21.8109,5.04096,-101.188,-175.244,-87.622,-1.95613,-1.95613,-1.95613,6.31433,6.31433,6.31433,17.7488,17.7488,17.7488
2,-6.64966,-7.97271,-24.1176,-9.08894,-31.8064,56.3559,16.0775,8.28362,-93.5358,-72.4145,-36.2073,12.0879,12.0879,12.0879,-93.3639,-93.3639,-93.3639,9.25018,9.25018,9.25018
4,-8.35841,-4.2783,-41.2397,-43.82,-45.3235,-13.1071,2.56059,21.326,35.6809,52.5437,26.2718,8.34259,8.34259,8.34259,-63.9038,-63.9038,-63.9038,10.1101,10.1101,10.1101
1,21.4852,-11.376,-21.8437,-26.9688,-57.6854,20.5976,-9.79825,64.8972,-90.5801,-54.771,-27.3855,8.05253,8.05253,8.05253,-62.4606,-62.4606,-62.4606,-68.8362,-68.8362,-68.8362
2,-4.66972,-18.5651,-29.8592,-4.43956,-35.7978,65.6539,12.0864,8.70401,28.9731,36.0108,18.0054,7.06319,7.06319,7.06319,-83.0531,-83.0531,-83.0531,-45.5004,-45.5004,-45.5004
1,9.56207,23.2111,-54.9445,-57.5038,-27.0571,-40.4747,20.8303,-1.03334,-78.0219,0.37528,0.18764,-76.2684,-76.2684,-76.2684,-61.6756,-61.6756,-61.6756,-55.559,-55.559,-55.559
2,-1.83499,19.636,-57.5195,-14.5742,-16.0102,45.3873,31.8741,11.6292,-133.232,-90.5416,-45.2708,-51.6666,-51.6666,-51.6666,9.99222,9.99222,9.99222,27.0865,27.0865,27.0865
3,23.7077,10.1897,-66.7702,-52.4911,-39.9033,-30.447,7.98075,-5.23755,17.4191,0.94075,0.470375,-4.09333,-4.09333,-4.09333,-75.6987,-75.6987,-75.6987,-95.9898,-95.9898,-95.9898
1,1.9987,-17.3753,-32.3894,-22.5541,-69.1779,29.4273,-21.2908,54.2942,-66.6157,-43.9643,-21.9822,5.39845,5.39845,5.39845,-58.2156,-58.2156,-58.2156,-67.9559,-67.9559,-67.9559
2,1.68773,20.7822,-53.5873,-18.557,-15.6453,37.4219,32.2387,10.0032,-124.333,-79.8832,-39.9416,-49.74,-49.74,-49.74,5.51596,5.51596,5.51596,17.7375,17.7375,17.7375
1,9.82271,22.5992,-56.4424,-63.7728,-28.1022,-53.0127,19.7852,-10.2211,-76.7804,-0.514734,-0.257367,-76.7333,-76.7333,-76.7333,-62.2347,-62.2347,-62.2347,-55.6394,-55.6394,-55.6394
1,7.94233,-11.3658,-26.4321,-23.6133,-40.4554,27.3083,7.43175,57.9291,13.0618,17.2347,8.61735,-66.0874,-66.0874,-66.0874,-64.008,-64.008,-64.008,-70.1935,-70.1935,-70.1935
1,2.63805,-17.7995,-52.8001,-19.796,-59.8475,34.9434,-11.9604,13.5303,-73.4354,-14.0049,-7.00246,0.394019,0.394019,0.394019,-77.2809,-77.2809,-77.2809,-58.4025,-58.4025,-58.4025
2,4.71146,-2.82763,-61.2706,-53.5349,-38.2875,-32.5355,9.59972,19.5264,-86.398,-19.0513,-9.52565,-73.7887,-73.7887,-73.7887,-51.5795,-51.5795,-51.5795,15.3134,15.3134,15.3134
3,39.445,-2.82513,18.1582,-11.6043,-55.663,51.3262,-7.77614,28.4262,-18.8821,11.9865,5.99323,2.63993,2.63993,2.63993,-20.4101,-20.4101,-20.4101,-82.4289,-82.4289,-82.4289
1,23.7724,-0.936285,-18.377,-24.6603,-48.6534,25.2146,-0.76628,64.3333,-76.1144,-58.5074,-29.2537,-13.609,-13.609,-13.609,-65.6969,-65.6969,-65.6969,-70.9032,-70.9032,-70.9032
1,-5.4536,2.02115,-38.1728,-10.3266,-56.3703,53.88,-8.48623,-68.2264,-74.8505,-42.7827,-21.3914,-66.2619,-66.2619,-66.2619,-5.20709,-5.20709,-5.20709,-48.5838,-48.5838,-48.5838
2,0.0333178,2.20407,-38.5501,-2.91066,-30.972,68.7123,16.9121,9.3338,-101.007,-51.3192,-25.6596,-1.29956,-1.29956,-1.29956,-0.952833,-0.952833,-0.952833,-29.4834,-29.4834,-29.4834
2,-2.64185,6.60409,-58.7469,-51.3312,-42.0354,-28.1262,5.84804,33.0169,-85.3299,-39.5147,-19.7574,-70.0914,-70.0914,-70.0914,11.8775,11.8775,11.8775,-76.2225,-76.2225,-76.2225
3,38.9323,6.63383,15.7431,-11.8234,-52.155,50.8881,-4.26809,37.8662,6.49567,7.50685,3.75343,2.27734,2.27734,2.27734,-16.893,-16.893,-16.893,-57.1907,-57.1907,-57.1907
2,-2.73316,-15.5276,-31.2788,-4.71262,-32.6254,65.1078,15.2588,9.3721,-5.40226,20.076,10.038,-0.353553,-0.353553,-0.353553,-79.7527,-79.7527,-79.7527,-41.7466,-41.7466,-41.7466
2,-4.31541,-5.06055,-20.1265,-7.61581,-31.8645,59.3024,16.0194,10.0352,-89.146,-68.9164,-34.4582,9.03364,9.03364,9.03364,-92.9306,-92.9306,-92.9306,7.62218,7.62218,7.62218
2,-10.9192,-1.41058,-34.8748,-7.1687,-29.8339,60.1957,18.0503,5.97533,3.16005,50.3106,25.1553,-96.5153,-96.5153,-96.5153,-68.117,-68.117,-68.117,12.9878,12.9878,12.9878
2,-5.71288,7.78399,-55.768,-41.629,-26.1236,-8.7219,21.7598,25.7826,-87.2139,-39.2055,-19.6028,-73.0924,-73.0924,-73.0924,-9.8905,-9.8905,-9.8905,-88.0105,-88.0105,-88.0105
4,-3.31775,0.429703,-56.3709,-36.443,-37.0916,1.64999,10.7917,14.8916,-3.92834,16.1254,8.06271,5.99705,5.99705,5.99705,-69.8204,-69.8204,-69.8204,2.24157,2.24157,2.24157
4,17.9378,-2.09682,-20.3822,-8.85312,-55.7586,56.8285,-7.87159,1.42261,30.891,3.60784,1.80392,16.1929,16.1929,16.1929,18.0195,18.0195,18.0195,16.0444,16.0444,16.0444
3,23.8447,15.1579,-68.3362,-53.0418,-40.4219,-31.5486,7.46215,-6.44308,23.7187,3.25907,1.62953,-11.9529,-11.9529,-11.9529,-79.7323,-79.7323,-79.7323,-99.836,-99.836,-99.836
4,22.3099,1.64982,-46.2025,-36.4521,-29.1356,1.62951,18.7518,5.41403,-6.91777,55.1608,27.5804,-64.7109,-64.7109,-64.7109,1.23125,1.23125,1.23125,21.7866,21.7866,21.7866
2,-4.54885,-23.4996,-17.0929,-11.9491,-37.465,50.635,10.419,4.19286,8.51658,51.0496,25.5248,-79.1322,-79.1322,-79.1322,12.7335,12.7335,12.7335,-51.9396,-51.9396,-51.9396
2,-4.63531,18.7609,-56.4366,-13.5364,-17.1768,47.4628,30.7075,11.5703,-138.448,-92.4401,-46.22,-52.7154,-52.7154,-52.7154,13.3244,13.3244,13.3244,20.7157,20.7157,20.7157
2,-4.8658,18.912,-56.4532,-13.7119,-17.2759,47.1118,30.6083,11.544,-138.798,-92.2814,-46.1407,-52.8618,-52.8618,-52.8618,12.96,12.96,12.96,19.8986,19.8986,19.8986
2,-3.1533,-22.0116,-23.3752,-8.03141,-35.2029,58.4735,12.6806,3.50815,5.39894,47.7926,23.8963,-76.7723,-76.7723,-76.7723,12.9997,12.9997,12.9997,-47.481,-47.481,-47.481
1,20.6993,-13.4472,-15.1542,-25.5358,-47.5533,23.464,0.333747,65.1505,-77.6599,-49.2951,-24.6476,-6.89709,-6.89709,-6.89709,-66.6142,-66.6142,-66.6142,-70.2922,-70.2922,-70.2922
2,9.54665,-10.5749,-39.4667,-61.4055,-35.4448,-48.2768,12.4427,32.682,-94.6683,-28.7587,-14.3794,9.12579,9.12579,9.12579,-85.4223,-85.4223,-85.4223,-54.8015,-54.8015,-54.8015
2,-13.7771,-5.89169,-43.7909,-4.39194,-30.7477,65.7486,17.1366,5.7825,13.5671,43.8683,21.9342,-106.645,-106.645,-106.645,-74.8146,-74.8146,-74.8146,9.97682,9.97682,9.97682
3,39.4336,-6.53625,19.7514,-12.1418,-52.4182,50.2506,-4.53127,26.6148,-0.614648,18.1605,9.08025,-1.4373,-1.4373,-1.4373,-20.4669,-20.4669,-20.4669,-46.1908,-46.1908,-46.1908
2,5.57389,-2.90477,-60.5847,-48.4,-27.8121,-22.2658,20.0752,18.8838,-85.9442,-19.6111,-9.80553,-74.3986,-74.3986,-74.3986,-50.0811,-50.0811,-50.0811,10.8571,10.8571,10.8571
4,37.0679,10.0429,-11.6927,-27.9297,-24.1078,18.6755,23.7793,6.90014,-95.2509,-175.111,-87.5553,-18.6932,-18.6932,-18.6932,-7.76517,-7.76517,-7.76517,17.8723,17.8723,17.8723
1,10.1847,10.2505,-51.3344,-25.4923,-28.2514,23.5487,19.6359,56.4047,35.7421,38.6934,19.3467,-70.0877,-70.0877,-70.0877,-83.7257,-83.7257,-83.7257,-70.7262,-70.7262,-70.7262
2,-4.84998,7.65414,-57.1618,-49.0186,-34.8015,-23.501,13.0819,32.4675,-86.1447,-39.7783,-19.8891,-73.2264,-73.2264,-73.2264,-11.3227,-11.3227,-11.3227,-88.7199,-88.7199,-88.7199
3,35.4628,5.99071,13.6511,-11.7279,-53.8779,51.0789,-5.99104,31.5954,5.78928,6.16967,3.08484,10.9367,10.9367,10.9367,-6.09519,-6.09519,-6.09519,-89.1248,-89.1248,-89.1248
2,-2.98842,-7.94433,-24.134,-7.14175,-31.976,60.2504,15.9081,9.61101,-94.7478,-80.1538,-40.0769,12.2793,12.2793,12.2793,-92.4318,-92.4318,-92.4318,8.74642,8.74642,8.74642
2,-4.38811,-23.5247,-17.0505,-11.4002,-37.2596,51.7328,10.6244,4.03744,6.90825,50.2949,25.1475,-78.6238,-78.6238,-78.6238,12.6132,12.6132,12.6132,-51.8586,-51.8586,-51.8586
2,-7.51967,6.50664,-54.9714,-49.9322,-44.7406,-25.332,3.14351,33.0018,-84.8056,-39.3153,-19.6576,-74.583,-74.583,-74.583,-12.2446,-12.2446,-12.2446,-91.2336,-91.2336,-91.2336
2,-15.3833,-2.55254,-48.3706,-4.54551,-31.4257,65.441,16.4586,5.0786,14.6627,40.9674,20.4837,-103.927,-103.927,-103.927,-74.2303,-74.2303,-74.2303,8.33168,8.33168,8.33168
1,19.7677,-6.61213,-76.0441,-27.6108,-48.2936,19.3129,-0.406647,65.2708,-94.9499,-47.7816,-23.8908,-90.9173,-90.9173,-90.9173,-40.7852,-40.7852,-40.7852,18.8927,18.8927,18.8927
2,-1.86725,19.9583,-56.9609,-14.6333,-16.1921,45.269,31.6921,11.167,-134.229,-89.7908,-44.8954,-50.9884,-50.9884,-50.9884,5.89532,5.89532,5.89532,24.6132,24.6132,24.6132
4,14.6039,-17.261,-13.1368,-8.95581,-52.6548,56.6236,-4.76779,0.716924,14.8706,47.1502,23.5751,18.2716,18.2716,18.2716,14.1444,14.1444,14.1444,39.2885,39.2885,39.2885
4,40.7782,11.3339,-19.6797,-22.2701,-22.4299,29.9942,25.4573,5.16612,-106.171,168.455,84.2274,0.130438,0.130438,0.130438,8.88414,8.88414,8.88414,21.12,21.12,21.12
1,5.74427,-1.42171,-37.7484,-22.4831,-45.1387,29.568,2.74854,60.216,10.8052,2.73987,1.36994,-70.0791,-70.0791,-70.0791,-65.1367,-65.1367,-65.1367,-74.2646,-74.2646,-74.2646
3,7.3415,13.2278,-53.965,-29.5423,-59.2176,15.4533,-11.3302,17.524,-72.8918,-67.7859,-33.8929,-2.96245,-2.96245,-2.96245,1.25944,1.25944,1.25944,8.22232,8.22232,8.22232
2,-5.51928,-29.6747,-14.6696,-8.40755,-38.3548,57.7184,9.52914,4.91161,7.41405,50.2648,25.1324,-79.2141,-79.2141,-79.2141,-1.83894,-1.83894,-1.83894,-50.7438,-50.7438,-50.7438
